voltage,armature_current,ang_displacement,torque,ang_velocity,back_emf,status,,,
0,0,0,0,0,0,1,,,
0,0,0,0,0,0,1,,,
0,0,0,0,0,0,1,,,
0,0,0,0,0,0,1,,,
0,0,0,0,0,0,1,,,
0,0,0,0,0,0,1,,,
12,0,0,0,0,0,1,,,
12,0.0000000000042632564145591,-1.80083921828001E-027,0.00000000000115107923193096,1.66327782323137E-022,4.49085012272469E-023,1,,,
12,0.617631556438297,0.00299491649193266,0.16676052023834,3.93924847592026,1.06359708849847,1,,,
12,0.993652596396542,0.0169552662090102,0.268286201027066,12.0729187996422,3.2596880759034,1,,,
12,1.2763840349478,0.0724866608783614,0.344623689435907,29.4624851909645,7.9548710015604,1,,,
12,1.07596737601598,0.239551430814611,0.290511191524315,55.7291858713956,15.0468801852768,1,,,
12,0.234609964936103,0.546756459481799,0.0633446905327478,73.146782829016,19.7496313638343,1,,,
12,-0.590853723942214,0.88316607224906,-0.159530505464398,67.8081306765387,18.3081952826654,1,,,
12,-0.852423429025936,1.14432840016523,-0.230154325837003,48.9755276061057,13.2233924536486,1,,,
12,-0.456060445196983,1.33931281495382,-0.123136320203185,29.257382994804,7.89949340859708,1,,,
12,0.233979789925941,1.47781370699795,0.0631745432800041,26.2101873677543,7.07675058929367,1,,,
12,0.558832485950819,1.62844966592462,0.150884771206721,37.7185514405393,10.1840088889456,1,,,
12,0.395626233942547,1.86025663061496,0.106819083164488,52.1922592406452,14.0919099949742,1,,,
12,-0.0956324437961192,2.18230364427371,-0.0258207598249522,57.0452103727207,15.4022068006346,1,,,
12,-0.366824710549783,2.47097297216921,-0.0990426718484413,49.3629976566839,13.3280093673046,1,,,
12,-0.259510176345114,2.70827167436884,-0.0700677476131808,39.2471072761202,10.5967189645525,1,,,
12,0.0915584762401453,2.9380233426967,0.0247207885848392,36.3384288573536,9.81137579148548,1,,,
12,0.247863997573463,3.16564896329442,0.0669232793448349,42.5710070078827,11.4941718921283,1,,,
12,0.118054298836136,3.43839484399063,0.0318746606857567,49.110915130217,13.2599470851586,1,,,
12,-0.119491103066242,3.77539033393319,-0.0322625978278852,48.7625163136071,13.1658794046739,1,,,
12,-0.147658415447021,4.06054461258771,-0.0398677721706957,43.5901008248016,11.7693272226964,1,,,
12,0.00986155085346701,4.3484403038615,0.00266261873043609,40.7180142044263,10.9938638351951,1,,,
12,0.10818083881634,4.66293027416119,0.0292088264804118,43.8609073053413,11.8424449724421,1,,,
12,0.0317756418757535,4.96715427698301,0.00857942330645345,46.755792326726,12.624063928216,1,,,
12,-0.0691756030034279,5.33865714198668,-0.0186774128109255,45.5133866443597,12.2886143939771,1,,,
12,-0.0346605620729769,5.65658641912937,-0.00935835175970377,43.1023355388483,11.637630595489,1,,,
12,0.0445651460942046,6.03171587419718,0.0120325894454352,43.6217405136197,11.7778699386773,1,,,
12,0.0207729155148746,6.38598252976813,0.00560868718901615,45.3719014486258,12.250413391129,1,,,
12,-0.0314954236963622,6.81879700070389,-0.0085037643980178,44.791416606685,12.093682483805,1,,,
12,-0.00446685857867943,7.19816424313833,-0.00120605181624345,43.7299329427167,11.8070818945335,1,,,
12,0.020011376754572,7.6464352196489,0.00540307172373445,44.5083937768091,12.0172663197385,1,,,
12,-0.00674752826676934,8.0545923023847,-0.00182183263202772,44.8922144503405,12.1208979015919,1,,,
12,-0.0068187911457911,8.54432794382026,-0.0018410736093636,44.1617687540149,11.923677563584,1,,,
